충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
남구청,주차장,광주광역시,없 음,9:00,21:00,Y,N,,3,0,N,광주광역시 남구 봉선로 1(주월동),광주광역시 남구 봉선로 1(주월동),한국전기차충전서비스,1522-1782,35.13290539,126.9024493,2017-10-30
북구청,주차장,광주광역시,없 음,9:00,21:00,Y,N,,3,0,N,광주광역시 북구 우치로77(용봉동),광주광역시 북구 우치로77(용봉동),한국전기차충전서비스,1522-1782,35.17428882,126.9121086,2017-10-30
광산구청,주차장,광주광역시,없 음,9:00,21:00,Y,N,,2,0,N,광주광역시 광산구 광산로 29번길 15(송정동),광주광역시 광산구 광산로 29번길 15(송정동),한국전기차충전서비스,1522-1782,35.13964815,126.7936376,2017-10-30
중랑구청,중랑구청 지하주차장,서울특별시,"매주 토,일",9:00,18:00,Y,N,,2,0,Y,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내동 662,중랑구청 총무과,02-2094-0323,37.606568,127.092624,2017-10-18
전주시 현대에이치디서비스,주차장,전라북도,무휴,0:00,0:00,Y,N,AC완속,1,,N,전라북도 전주시 덕진구 추천로 91-5,,포스코ICT,1600-4047,35.846701,127.104104,2017-07-20
전주시 서전주현대서비스,주차장,전라북도,무휴,0:00,0:00,Y,N,AC완속,1,,N,전라북도 전주시 덕진구 온고을로 438-1,,포스코ICT,1600-4047,35.851101,127.082346,2017-07-20
전주시 LGBESTSHOP(중화산점),주차장,전라북도,무휴,0:00,0:00,Y,N,AC완속,1,,N,전라북도 전주시 완산구 백제대로 240,,포스코ICT,1600-4047,35.814602,127.123425,2017-07-20
전북전력관리처,지상 주차장,전라북도,무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 전주시 덕진구 혁신로 600,,한국전력,1899-2100,35.865629,127.071898,2017-07-20
진안지사,지상 주차장,전라북도,무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 진안군 진안읍 대괭이길 7-21,,한국전력,063-430-3274,35.790764,127.421607,2017-07-20
정읍지사,지상 주차장,전라북도,무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 정읍시 서부로 5,,한국전력,063-530-2273,35.569154,126.843625,2017-07-20
남원지사,지상 주차장,전라북도,무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,2,N,전라북도 남원시 충정로 119,,한국전력,063-620-2273,35.416319,127.386977,2017-07-20
전북직할,지상 주차장,전라북도,무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 전주시 덕진구 백제대로 741,,한국전력,063-240-5461,35.846527,127.149757,2017-07-20
익산지사,지상 주차장,전라북도,무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,2,N,전라북도 익산시 석암로 15길 156,,한국전력,063-839-4258,35.961515,127.004611,2017-07-20
김제지사,지상 주차장,전라북도,무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 김제시 금성로 83,,한국전력,063-540-2238,35.799722,126.899571,2017-07-20
기아차 나운점,서비스센터 내부,전라북도,공휴일,8:30,17:30,Y,N,DC차데모,1,,N,전라북도 군산시 서수송1길 23,,기아차 나운점,063-465-8597,35.964278,126.708176,2017-07-20
기아차 전주 서비스센터,서비스센터 내부,전라북도,공휴일,8:30,17:30,Y,N,DC차데모,1,,N,전라북도 전주시 덕진구 온고을로 246,,기아차 전주 서비스센터,063-219-8585,35.841014,127.099169,2017-07-20
현대차 전주 사옥,주차장,전라북도,무휴,0:00,0:00,Y,N,AC완속,1,,N,전라북도 전주시 완산구 경원동3가 73-1,,현대차 전주 사옥,063-286-5111,35.819397,127.148924,2017-07-20
현대차 전주 사옥,주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+DC콤보,,1,N,전라북도 전주시 완산구 경원동3가 73-1,,현대차 전주 사옥,063-286-5111,35.819397,127.148924,2017-07-20
현대차 군산 서비스센터,서비스센터 내부,전라북도,공휴일,8:30,17:30,Y,N,AC완속,1,,N,전라북도 군산시 해망로 570번지,,현대차 군산 서비스센터,063-467-4111,35.982566,126.68003,2017-07-20
현대차 군산 서비스센터,서비스센터 내부,전라북도,공휴일,8:30,17:30,Y,N,AC완속,1,,N,전라북도 군산시 해망로 570번지,,현대차 군산 서비스센터,063-467-4111,35.982566,126.68003,2017-07-20
현대차 군산 서비스센터,서비스센터 내부,전라북도,공휴일,8:30,17:30,N,Y,DC차데모+DC콤보,,1,N,전라북도 군산시 해망로 570번지,,현대차 군산 서비스센터,063-467-4111,35.982566,126.68003,2017-07-20
현대차 전주 서비스센터,서비스센터 내부,전라북도,공휴일,8:30,17:30,Y,N,AC완속,1,,N,전라북도 전주시 덕진구 여산로 96,,현대차 전주 서비스센터,063-212-7111,35.861427,127.077802,2017-07-20
현대차 전주 서비스센터,서비스센터 내부,전라북도,공휴일,8:30,17:30,Y,N,AC완속,1,,N,전라북도 전주시 덕진구 여산로 96,,현대차 전주 서비스센터,063-212-7111,35.861427,127.077802,2017-07-20
현대차 전주 서비스센터,서비스센터 내부,전라북도,공휴일,8:30,17:30,N,Y,DC차데모+DC콤보,,1,N,전라북도 전주시 덕진구 여산로 96,,현대차 전주 서비스센터,063-212-7111,35.861427,127.077802,2017-07-20
줄포면보건지소,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 부안군  줄포면  줄포4길 4,,한국자동차환경협회,1661-9408,35.590413,126.677232,2017-07-20
고창군 읍성주차장,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 고창군 고창읍 동리로 117,,한국자동차환경협회,1661-9408,35.432867,126.705149,2017-07-20
금강철새조망대,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 군산시 성산면 성덕리,,한국자동차환경협회,1661-9408,36.017755,126.768012,2017-07-20
고창고인돌휴게소(목포방향),주차장 입구 오른편,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 고창군  신림면  서해안고속도로 81,,한국자동차환경협회,1661-9408,35.468635,126.673859,2017-07-20
고창고인돌휴게소(시흥방향),주차장 입구 오른편,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 고창군  고창읍  서해안고속도로 80,,한국자동차환경협회,1661-9408,35.462609,126.673573,2017-07-20
추령장승촌테마공원,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 순창군  복흥면  추령로 1792-12,,한국자동차환경협회,1661-9408,35.478173,126.92787,2017-07-20
순창읍사무소 앞 천변주차장,천변주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 순창군  순창읍  장류로 407-7,,한국자동차환경협회,1661-9408,35.377365,127.147278,2017-07-20
오수휴게소(광양방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 임실군 오수면 오산리,,한국자동차환경협회,1661-9408,35.54967,127.30933,2017-07-20
오수휴게소(전주방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 임실군 오수면 대명리,,한국자동차환경협회,1661-9408,35.558472,127.320907,2017-07-20
임실군청,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 임실군  임실읍  수정로 30,,한국자동차환경협회,1661-9408,35.617897,127.288647,2017-07-20
장수군청,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 장수군 장수읍 호비로 10,,한국자동차환경협회,1661-9408,35.647685,127.521269,2017-07-20
덕유산휴게소(통영방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 장수군 계북면 당저길 59,,한국자동차환경협회,1661-9408,35.812787,127.643071,2017-07-20
안성면주민자치센터,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 무주군 안성면 안성로 246-17,,한국자동차환경협회,1661-9408,35.863721,127.653157,2017-07-20
무주읍주민자치센터,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 무주군 무주읍 향학로 49,,한국자동차환경협회,1661-9408,36.008716,127.662077,2017-07-20
덕유산휴게소(하남방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 무주군 안성면 통영대전고속도로 148,,한국자동차환경협회,1661-9408,35.816481,127.646148,2017-07-20
진안군청,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 진안군 진안읍 중앙로 67,,한국자동차환경협회,1661-9408,35.791793,127.42459,2017-07-20
근로자종합복지관,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 완주군 봉동읍 둔산리 881,,한국자동차환경협회,1661-9408,35.96225,127.128172,2017-07-20
상관면사무소,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 완주군  상관면  신리로 105,,한국자동차환경협회,1661-9408,35.77127,127.207315,2017-07-20
김제시청,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 김제시   중앙로 40,,한국자동차환경협회,1661-9408,35.803353,126.880602,2017-07-20
지리산휴게소(고서방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 남원시 아영면 아곡리,,한국자동차환경협회,1661-9408,35.482828,127.570862,2017-07-20
지리산휴게소(옥포방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 남원시 아영면 아곡리,,한국자동차환경협회,1661-9408,35.482828,127.570862,2017-07-20
춘향테마파크,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 남원시   양림길 14-9,,한국자동차환경협회,1661-9408,35.401627,127.386734,2017-07-20
정읍녹두장군휴게소(순천방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 정읍시 북면 정신로 135-61,,한국자동차환경협회,1661-9408,35.601505,126.86183,2017-07-20
정읍녹두장군휴게소(논산방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 정읍시 북면 남산리,,한국자동차환경협회,1661-9408,35.607839,126.867888,2017-07-20
칠보면사무소,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 정읍시  칠보면  칠보중앙로 68,,한국자동차환경협회,1661-9408,35.602717,126.993344,2017-07-20
정읍시청,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 정읍시   충정로 234,,한국자동차환경협회,1661-9408,35.570018,126.856377,2017-07-20
함열올림픽 스포츠센터,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 익산시 함열읍 와리164,,한국자동차환경협회,1661-9408,36.07401,126.963467,2017-07-20
여산휴게소(순천방향),지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 익산시 여산면 호산리 산32-6,,한국자동차환경협회,1661-9408,36.04918,127.102693,2017-07-20
예술의 전당,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 군산시 지곡동 286-8,,한국자동차환경협회,1661-9408,35.961035,126.70618,2017-07-20
군산휴게소(목포방향),관광지도 입간판 앞,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 군산시 성산면 서해안고속도로 141,,한국자동차환경협회,1661-9408,35.980574,126.82896,2017-07-20
군산휴게소(시흥방향),모정 앞 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 군산시  나포면  서해안고속도로 148,,한국자동차환경협회,1661-9408,36.019356,126.797228,2017-07-20
새만금경제자유구역사업단,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 군산시 오식도동 1010,,한국자동차환경협회,1661-9408,35.947482,126.587035,2017-07-20
전주덕진공원 주차장,지상 주차장,전라북도,무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 전주시 덕진구 덕진동 2가 179-6,,한국자동차환경협회,1661-9408,35.848176,127.120498,2017-07-20
이마트 전주점,지하 1층 주차장,전라북도,마트휴점일,10:00,0:00,N,Y,DC차데모+AC3상+DC콤보,,1,N,전라북도 전주시 완산구 당산로 111,,한국자동차환경협회,1661-9408,35.832564,127.120465,2017-07-20
LG베스트샵범서점,주차장,울산광역시,24시간운영,0:00,24:00:00,Y,N,,,,N,울산광역시 울주군 울밀로 2860,,포스코ICT,1600-4047,35.556529,129.260626,2017-06-27
동천체육관,동편 주차장,울산광역시,24시간운영,0:00,24:00:00,N,Y,,,,N,울산광역시 중구 염포로 85,울산광역시 중구 남외동 673,환경부,1661-9408,35.561582,129.350636,2017-06-27
서생면주민자치센터,청사 건물 출입구 우측 주차장,울산광역시,24시간운영,0:00,24:00:00,N,Y,,,,N,울산광역시 울주군 서생면 해맞이로 894 서생면사무소,울산광역시 울주군 서생면 해맞이로 894 서생면사무소,환경부,1661-9408,35.349984,129.325947,2017-06-27
여산휴게소(순천방향),여산휴게소,전라북도,연중무휴,0:00,24:00:00,N,Y,,0,1,N,전라북도 익산시 여산면 호남고속도로 191,전라북도 익산시 호산리 산 32-6,한국자동차환경협회,1661-9408,36.048553,127.102336,2017-07-20
한국전력공사익산지사,한전 본관 옆 주차장,전라북도,연중무휴,6:00,23:00,N,Y,,0,2,N,전라북도 익산시 석암로15길 156,전라북도 익산시 팔봉동 850,한국전력,1899-2100,35.961737,127.004473,2017-07-20
함열올림픽 스포츠센터,함열올림픽 스포츠센터 주차장,전라북도,연중무휴,0:00,24:00:00,N,Y,,0,1,N,전라북도 익산시 함열읍 함낭로 511,전라북도 익산시 함열읍 와리 173-7,한국자동차환경협회,1661-9408,36.074967,126.963986,2017-07-20
익산시청,익산시청 제2청사 주차장,전라북도,연중무휴,0:00,24:00:00,Y,N,,1,0,N,전라북도 익산시 인북로38길 1,전라북도 익산시 남중동 86-8,전라북도 익산시청,063-859-5538,35.948357,126.957688,2017-07-20
익산시청,익산시청 본청 뒷편,전라북도,연중무휴,0:00,24:00:00,Y,N,,1,0,N,전라북도 익산시 인북로32길 1,전라북도 익산시 남중동 60,전라북도 익산시청,063-859-5664,35.948357,126.957688,2017-07-20
익산시청,익산시청 본청 뒷편,전라북도,연중무휴,0:00,24:00:00,Y,N,,1,0,N,전라북도 익산시 인북로32길 1,전라북도 익산시 남중동 60,전라북도 익산시청,063-859-5436,35.948357,126.957688,2017-07-20
현대자동차 동부서비스센터,입구 안내데스크 옆,서울특별시,연중무휴,0:00,0:00,Y,Y,AC,1,1,N,서울특별시 성동구 성수이로26길 61,서울특별시 성동구 성수2가3동 279-29,현대자동차 동부서비스센터,02-3408-8000,37.5261,126.8971,2017-06-30
기아자동차 성동서비스센터,입구 안내데스크 옆,서울특별시,연중무휴,0:00,0:00,Y,N,DC차데모+AC3상,1,0,N,서울특별시 성동구 성수이로 134,서울특별시 성동구 성수2가3동 277-15,기아자동차 성동서비스센터,02-498-8585,37.546916,126.887699,2017-06-30
전하체육센터,주차장 입구옆,울산광역시,24시간운영,0:00,24:00:00,N,Y,,,,N,울산광역시 동구 봉수로 285,울산광역시 동구 전하동 559-8,환경부,1661-9408,35.511899,129.422282,2017-06-27
우진휴게소,휴게소내 주차장,울산광역시,24시간운영,0:00,24:00:00,N,Y,,,,N,울산광역시 울주군 온양읍 남창로 905,울산광역시 울주군 온양읍 망양리 445-3,환경부,1661-9408,35.4557748,129.2890883,2017-06-27
언양휴게소(서울방향),하이숍 좌측 옥외 주차장,울산광역시,24시간운영,0:00,24:00:00,N,Y,,,,N,울산광역시 울주군 언양읍 경부고속도로 44,울산광역시 울주군 언양읍 반곡리 966-10 하이숍 좌측 옥외 주차장,환경부,1661-9408,35.5987669,129.1415402,2017-06-27
울산시청,서문 왼쪽 주차장,울산광역시,24시간운영,0:00,24:00:00,N,Y,,,,Y,울산광역시 남구 중앙로 201 (신정동),울산광역시 남구 신정동 646-4 울산광역시청,환경부,1661-9408,35.538699,129.311491,2017-06-27
태화강생태공원,철탑 맞은편,울산광역시,24시간운영,0:00,24:00:00,N,Y,,,,N,울산광역시 중구 내오산로 33,,울산광역시,1661-9408,35.5544309,129.2796076,2017-06-27
영양군청,공영(외부)주차장,경상북도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,경상북도 영양군 영양읍 서부리 337,한국자동차환경협회,1661-9408,36.665862,129.112889,2017-06-16
신세계종합정비,외부 주차장,경상남도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 통영시 광도면 죽림리 292-33,경상남도 통영시 광도면 죽림리 292-33,환경부(한국자동차환경협회),1661-9408,34.879295,128.413403,2017-05-22
학섬휴게소,외부 주차장,경상남도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경상남도 통영시 도산면 남해안대로 1869,경상남도 통영시 도산면 도선리 374-6,환경부(한국자동차환경협회),1661-9408,34.918197,128.358895,2017-05-22
양구 전기차 충전소,강원도 양구군 양구읍 사명길 전통시장 주차장,강원도,없음,24:00:00,24:00:00,Y,Y,"3타입(AC3상, DC데모, DC콤보)",0,1,N,강원도 양구군 양구읍 상리 235,강원도 양구군 양구읍 상리 235,환경부 전기차 통합콜센터,1661-0970,38.1040942,127.9892966,2017-05-31
양구 전기차 충전소,강원도 양구군 양구읍 관공서로 42,강원도,0,24:00:00,24:00:00,Y,N,-,1,-,Y,강원도 양구군 양구읍 관공서로 42,강원도 양구군 양구읍 하리 34-5,양구군,,38.1099903,127.9900883,2017-05-31
계룡시청주차장,계룡시청 주차장,충청남도,없음,9:00,18:00,Y,N,N,1,,N,충청남도 계룡시 장안로 46,충청남도 계룡시 금암동 9,효성,02-707-6535,36.282972,127.240586,2017-05-30
울진연호공원,연호공원입구주차장,경상북도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,경상북도 울진군 울진읍 연지리 820-62,환경부,,36.9925995,129.4065671,2017-05-30
홈플러스 영등포점,주차장 내,서울특별시,x,10:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 영등포구 당산로42,서울특별시 영등포구 문래동3가 55-3,환경관리공단,032-590-3678,37.518171,126.895916,2017-05-22
당산에스에이치빌 아파트 앞,아파트 앞 도로,서울특별시,x,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,,서울특별시 영등포구 당산동3가 2-4,한국전력,02-787-8341,37.524288,126.901646,2017-05-22
신길제5동 주민센터,주민센터 주차장,서울특별시,x,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 영등포구 도림로 264,서울특별시 영등포구 신길동 422,한국전력,02-787-8341,37.501598,126.905189,2017-05-22
영등포 제3공영 주차장,공영주차장 내,서울특별시,x,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 영등포구 영중로3길 7,서울특별시 영등포구 영등포동4가 425-6,환경관리공단,032-590-3678,37.516394,126.905528,2017-05-22
신길4동1마을공원 공영주차장,공영주차장 내,서울특별시,x,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 영등포구 신길로40길 5,서울특별시 영등포구 신길동 232-20,환경관리공단,032-590-3678,37.50708,126.911729,2017-05-22
영등포구청 환승공영주차장,영등포구청 환승공영주차장 내,서울특별시,x,6:00,21:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,서울특별시 영등포구 양산로111,서울특별시 영등포구 당산동3가 370-4,시그넷시스템,070-4618-0124,37.524747,126.895454,2017-05-22
영등포구청 별관,영등포구청 별관 주차장 내,서울특별시,x,0:00,0:00,Y,N,N,2,0,Y,서울특별시 영등포구 선유동1로 80,서울특별시 영등포구 당산동3가 560,㈜피앤이솔루션,070-4338-3505,37.528402,126.894421,2017-05-22
영등포구청 본관,영등포구청 본관 지하주차장 1층,서울특별시,x,0:00,0:00,Y,N,N,3,0,Y,서울특별시 영등포구 당산로 123,서울특별시 영등포구 당산동3가 385-1,㈜피앤이솔루션,070-4338-3505,37.526147,126.896175,2017-05-22
강화군청충전소,강화군청후문주차장,인천광역시,연중무휴,9:00,18:00,Y,N,,2,0,N,인천광역시 강화군 강화대로 394,인천광역시 강화군 강화읍 관청리 163,PNE시스템즈,031-278-9450,37.7469138,126.4877877,2017-05-25
운문면사무소,외부주차장,경상북도,연중무휴,10:00,18:00,Y,Y,,0,1,N,경상북도 청도군 운문면 청려로 4707,경상북도 청도군 운문면 대천리 1462-146,,,35.715673,128.913364,2017-05-29
춘천휴게소(부산방향),강원도 춘천시 동산면 원창리,강원도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 춘천시 동산면 원창리,강원도 춘천시 동산면 원창리,환경부(한국자동차환경협회),1661-9408,38.424575,127.464493,2017-05-31
한국전력,강원도 춘천시 수풍골길 7 본부주차장,강원도,연중무휴,0:00,0:00,Y,N,AC완속,2,0,N,강원도 춘천시 수풍골길 7,강원도 춘천시 후평동 95,한국전력,1899-2100,38.475711,127.455671,2017-05-31
현대자동차 춘천사옥,강원도 춘천시 효자1동 685,강원도,연중무휴,0:00,0:00,Y,Y,DC차데모+AC완속,1,1,N,강원도 춘천시 효자1동 685,강원도 춘천시 효자1동 685,현대자동차,080-600-6000,38.475711,127.455671,2017-05-31
LGBESTSHOP(춘천퇴계점),강원도 춘천시 춘천로 18 주차장,강원도,연중무휴,0:00,0:00,Y,N,AC완속,1,0,N,강원도 춘천시 춘천로 18 주차장,강원도 춘천시 퇴계동 772,포스코ICT,1600-4047,38.472256,127.454432,2017-05-31
비너스자동차정비공장,강원도 춘천시 공단로 30,강원도,일요일,8:30,18:00,N,Y,DC차데모+AC3상,0,1,N,강원도 춘천시 공단로 30,강원도 춘천시 후평1동 243-1,기아자동차,080-200-2000,38.451819,127.445993,2017-05-31
하나로마트 퇴계점,강원도 춘천시 지석로 11,강원도,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상,0,1,N,강원도 춘천시 지석로 11,강원도 춘천시 퇴계동 164-3번지,환경부(한국자동차환경협회),1661-9408,37.881719,127.730621,2017-05-31
제일모직아울렛 건너편(공중전화부스),제일모직아울렛 건너편(공중전화부스),서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,서울특별시 금천구 가산동 239-27,서울특별시 금천구 가산동 239-27,환경부(한국자동차환경협회),1661-9408,37.474445,126.886753,2017-04-18
홈플러스 시흥점,홈플러스 시흥점,서울특별시,"2,4째 일요일",10:00,24:00:00,N,Y,DC차데모+AC3상,0,1,Y,서울특별시 금천구 시흥대로 201,서울특별시 금천구 시흥동 992-47,홈플러스,02-895-2080,37.451819,126.900758,2016-04-19
독산1동 공영주차장,독산1동 공영주차장,서울특별시,연중무휴,0:00,0:00,N,Y,DC차데모+AC3상,0,1,Y,서울특별시 금천구 범안로12가길 65,서울특별시 금천구 독산동 1006-94,금천구시설관리공단,02-809-0061,37.464909,126.894747,2016-04-19
국민체육센터 공공급속충전소,충청북도 괴산군 괴산읍 서부리654,충청북도,-,0:00,24:00:00,N,Y,-,-,1,N,충청북도 괴산군 괴산읍 임꺽정로113,,한국환경공단,032-590-3678,36.813381,127.782511,2017-05-16
푸른내문화센터 공공급속충전소,충청북도 괴산군 청천면 금관로473,충청북도,-,0:00,24:00:00,N,Y,-,-,1,N,충청북도 괴산군 청천면 금관로473,,한국환경공단,032-590-3678,36.656691,127.740611,2017-05-16
농업기술센터,외부주차장,경상북도,연중무휴,10:00,18:00,Y,N,,1,0,N,경상북도 청도군 화양읍 청화3길 10,경상북도 청도군 화양읍 범곡리 147,경상북도 청도군,,35.649432,128.734477,2017-05-29
청도군청,외부주차장,경상북도,연중무휴,10:00,18:00,Y,N,,1,0,N,경상북도 청도군 화양읍 청화로 70,경상북도 청도군 화양읍 범곡리 133,경상북도 청도군,,35.647433,128.734249,2017-05-29
군위군청,군위군청 후문,경상북도,연중무휴,0:00,23:59,N,Y,중앙제어,0,1,N,경상북도 군위군 군위읍 군청로 200,경상북도 군위군 군위읍 동부리 229,한국환경공단,031-960-6800,36.242748,128.572917,2017-05-28
고흥 만남의광장 전기차충전소,전라남도 고흥군 동강면 한천리 334-3,전라남도,없음,0:00,24:00:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,전라남도 고흥군 동강면 고흥로 4797,전라남도 고흥군 동강면 한천리 334-3,한국전력공사,061-830-1233,34.823401,127.345411,2017-01-01
강원도산업경제진흥원,건물 외부,강원도,연중무휴,0:00,0:00,N,Y,AC3상+DC콤보+DC차데모,0,1,N,"강원도 원주시 호저로 47, 강원도산업경제진흥원",강원도 원주시 우산동 405-29,한국환경공단,032-590-3679,37.3810243,127.9405269,2017-05-25
구미보건소,구미보건소 주차장,경상북도,연중무휴,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 구미시 선산대로 111,경상북도 구미시 지산동 853-12,한국자동차환경협회,1661-9408,36.140114,128.345958,2017-05-18
선산휴게소(마산방향),농산물매장 옆 옥외주차장,경상북도,연중무휴,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 구미시 옥성면 중부내륙고속도로 129-1,경상북도 구미시 옥성면 대원리 86-8,한국자동차환경협회,1661-9408,36.274482,128.25031,2017-05-18
선산휴게소(양평방향),농산물매장 옆 옥외주차장,경상북도,연중무휴,0:00,0:00,N,Y,"DC차데모, AC3상, DC콤보",0,1,N,경상북도 구미시 옥성면 중부내륙고속도로 128,경상북도 구미시 옥성면 대원리 1-2,한국자동차환경협회,1661-9408,36.277411,128.249249,2017-05-18
하동군청,외부주차장,경상남도,연중무휴,0:00,0:00,Y,Y,AC3상+DC차데모+DC콤보,1,1,N,경상남도 하동군 하동읍 군청로 23,경상남도 하동군 하동읍 읍내리 180-3,경상남도 하동군청,055-880-2568,35.067349,127.751267,2017-05-22
한국전력공사 하동지사,외부주차장,경상남도,연중무휴,0:00,0:00,Y,Y,AC3상+DC차데모+DC콤보,2,1,N,경상남도 하동군 하동읍 경서대로 83,경상남도 하동군 하동읍 광평리 422-4,한국전력공사 하동지사,055-880-5244,35.06446,127.745574,2017-05-22
광양시 백운쇼핑센터,전라남도 광양시 폭포사랑길 99,전라남도,없음,0:00,0:00,Y,N,,2,0,N,전라남도 광양시 폭포사랑길 99,전라남도 광양시 금호동 716,포스코ICT,1600-4047,34.940461,127.732448,2017-05-02
